name,P_ms,P1_e20,PMRA,PMDEC,dist,cluster,cluster_mass,core_radius,environment,P,P1,PM_total,P1_shk,P1_intrinsic,shk_dominated,a_max,P1_acc_max,phi_over_c2,tep_pdot_factor,P1_predicted,a_over_c
J2124-3358,4.931,2.06,-14.1,-50.1,0.25,,0.0,,field,0.004931,2.06e-20,52.046325518714575,8.112826284675211e-21,1.2487173715324791e-20,False,0.0,0.0,-1e-06,0.999999,1.282994951014205e-20,1.575755524205628e-18
J2317+1439,3.445,0.24,-1.3,3.8,1.89,,0.0,,field,0.0034449999999999,2.4e-21,4.016217125604641,2.5515402056845297e-22,2.144845979431547e-21,False,0.0,0.0,-1e-06,0.999999,1.04904120721406e-20,-2.3484505289233195e-18
J0340+4130,3.299,0.7,5.2,-8.3,1.73,,0.0,,field,0.003299,6.999999999999999e-21,9.794386147176352,1.3301477416095893e-21,5.66985225839041e-21,False,0.0,0.0,-1e-06,0.999999,1.023846250870969e-20,-9.81649744986266e-19
J0645+5158,8.854,0.49,-2.8,-6.8,1.2,,0.0,,field,0.0088539999999999,4.8999999999999994e-21,7.353910524340094,1.3959647917796419e-21,3.5040352082203566e-21,False,0.0,0.0,-1e-06,0.999999,1.7820915435302824e-20,-1.4593308600974666e-18
J1022+1001,16.45,4.33,-16.9,-6.4,0.72,,0.0,,field,0.01645,4.33e-20,18.0712478816489,9.397053582508263e-21,3.3902946417491744e-20,False,0.0,0.0,-1e-06,0.999999,2.5232237097483226e-20,1.0983442493931169e-18
J1455-3330,7.987,2.43,-8.2,-2.1,0.74,,0.0,,field,0.007987,2.43e-20,8.464632301523793,1.028841839389136e-21,2.3271158160610864e-20,False,0.0,0.0,-1e-06,0.999999,1.6819188077445898e-20,9.366235035124706e-19
J1614-2230,3.151,0.96,3.3,-32.8,0.65,,0.0,,field,0.0031509999999999,9.6e-21,32.96558811852141,5.40754863763029e-21,4.1924513623697095e-21,False,0.0,0.0,-1e-06,0.999999,9.97801760034108e-21,-1.1996750248844578e-19
J1643-1224,4.622,1.85,6.1,-4.8,0.74,,0.0,,field,0.004622,1.85e-20,7.762087348130011,5.006517405941833e-22,1.7999348259405814e-20,False,0.0,0.0,-1e-06,0.999999,1.2372212128887894e-20,1.3257870772635453e-18
J1741+1351,3.747,0.91,-8.5,-11.0,1.08,,0.0,,field,0.003747,9.1e-21,13.901438774457844,1.8999578634796538e-21,7.200042136520347e-21,False,0.0,0.0,-1e-06,0.999999,1.099714048880478e-20,-5.063091776900935e-19
J1802-2124,12.65,4.7,-0.4,-4.6,2.4,,0.0,,field,0.01265,4.7e-20,4.617358552246078,1.5725555143622857e-21,4.5427444485637724e-20,False,0.0,0.0,-1e-06,0.999999,2.1772898220679153e-20,1.9942372948079724e-18
J1843-1113,1.846,0.97,-3.2,-8.7,1.26,,0.0,,field,0.001846,9.7e-21,9.269843580125825,4.855836685760737e-22,9.214416331423924e-21,False,0.0,0.0,-1e-06,0.999999,7.390651030156823e-21,1.2510016087991207e-18
J1903+0327,2.15,1.88,-2.6,-5.4,6.4,,0.0,,field,0.00215,1.8799999999999998e-20,5.993329625508679,1.2008030440287098e-21,1.7599196955971288e-20,False,0.0,0.0,-1e-06,0.999999,8.050999119348019e-21,4.999535293326502e-18
J1918-0642,7.646,2.57,-7.2,-5.8,0.9,,0.0,,field,0.007646,2.5699999999999996e-20,9.245539465060975,1.4290859019366257e-21,2.427091409806337e-20,False,0.0,0.0,-1e-06,0.999999,1.6412216529402972e-20,1.2147244926232049e-18
J2043+1711,2.38,0.52,-8.5,-8.1,1.48,,0.0,,field,0.0023799999999999,5.2e-21,11.741379816699569,1.1797608085507528e-21,4.020239191449247e-21,False,0.0,0.0,-1e-06,0.999999,8.523700905395628e-21,-1.3965129854604067e-18
J2229+2643,2.978,0.15,-5.0,-18.6,1.43,,0.0,,field,0.002978,1.5e-21,19.26032190800559,3.8379987773155905e-21,-2.3379987773155907e-21,True,0.0,0.0,-1e-06,0.999999,9.666676197952157e-21,-2.7423358623076414e-18
J2234+0611,3.577,0.79,8.3,-14.4,1.06,,0.0,,field,0.003577,7.9e-21,16.62077013859466,2.5447440663568593e-21,5.3552559336431404e-21,False,0.0,0.0,-1e-06,0.999999,1.0714198927016185e-20,-7.867483721040494e-19
J2302+4442,5.192,1.39,5.2,-3.8,1.19,,0.0,,field,0.005192,1.3899999999999998e-20,6.440496875241847,6.226405644936838e-22,1.3277359435506313e-20,False,0.0,0.0,-1e-06,0.999999,1.3206862511444621e-20,1.335010571177537e-19
